,id,Title,Writer,Readers,Total Comments,Genre,Grade,Days of Week,Total Episodes,Description
1428,47660416,풍운만리 만학전,형상준,7만명,175,기다무소설무협,전체이용가,완결,200,"「소림선승」「신전을 털어라」의 작가 형상준!
회귀, 그 이상의 신선한 발상으로 새롭게 선보이는 또 다른 강호 「풍운만리 만학전」!

무림맹 최고의 무력무대 풍운대의 대주.
그는 자신을 거둬준 무림맹의 맹주에게 절대충성의 20년을 약속한다.
약속한 20년이 지나고 복수를 완성하려는 순간 폭주해버린 천마대멸겁.
그리고 무림맹주가 전해준 남궁가의 보물로 인해 다시 시작된 삶…….
하지만 다시 찾은 삶은 과거 그가 살던 과거의 그곳이 아니다!
그의 몸은 그의 몸이 아니다. 아니 그가 맞기는 하지만…….
모든 것은 그대로다. 하지만 그 모든 것이 과거의 그것이 아니다.
풍운대주 악즉참! 새로운 과거에서 또 다른 운명을 개척하다!"
1429,54131969,나를 돌아보지 마,월루눈,21.3만명,"7,414",기다무소설로판,전체이용가,완결 | 독점,122,"나는 언제나 혼자였다.

그리고 그건 빙의한 이 소설에서도,
전생과 같은 시한부 운명이더라도 마찬가지일 터였다.

다만 전생과 다른 점이 있다면 그건 바로 모든 병을 낫게 해준다는 꽃 ‘하니엘’이 있다는 것,
나는 그 단 하나의 희망을 좇기 위해 ‘하니엘’이 있다는 루케테로 향하려는데…….

“떠나려는 이유를 말해.”
“에스텔, 제가 상대할까요?”

두 사람을 천천히 번갈아 봤다.
방해하지 말라는 듯 노엘을 노려보는 카루스와, 그런 카루스를 무시한 채 부드러이 나를 내려다보는 노엘. 
나는 이 상황이 이해되지 않아 고개를 살짝 기울였다.

“……언젠가 죽게 된다면 여기선 죽지 않겠다고 했잖아요.”
“뭐?”
“그래서 떠나려고요.”

순간 그들의 얼굴이 똑같이 굳는 게 보인다.
갑자기 쏟아지는 이 관심들은 뭘까?

#무심여주 #시한부여주 #내숭남주 #계략집착남주 #착각계 #주변후회물



[일러스트: 이랑]
[타이틀 디자인: IST]"
1430,52224084,나는 마도왕이다,데카스펠,57.3만명,2.4만,기다무소설판타지,전체이용가,완결,236,"[독점연재]

‘어라? 나 전생에 대마도사 였었어?’ 

각성자들의 사냥을 돕고. 뒤처리를 하는 통칭 ‘짐꾼’으로 활동하던 이성훈. 
몬스터에 의해서 죽을 정도의 부상을 입은 충격으로 전생을 기억해내게 된다.

‘기억나는 건 좋은데... 지구가 왜 이래?’ 

마도공학의 일인자였던 그가 보기에 지구가 이상하다? 

‘레벨업? 이거 대체 어떤 정신 나간 신격이냐?’

당연하게 생각했던 각성자들의 능력들. 하지만 대가 없이 주어지는 힘이 있을 리가 있을까? 

‘일단. 다 쓸어버리면 뭔가 나오겠지.’

마도왕의 마법이 세계를 휩쓴다!"
1431,57915218,소설 속 암행어사가 되었다,킹네이크,12.4만명,494,기다무소설판타지,전체이용가,연재 중 | 독점,173,"『지금 내가 걷고 있는 이곳은 조선시대 한양, 현대와는 전혀 다른 풍경을 보이는 거리다.』

『소설 속으로 들어왔다.
그것도 내가 제일 좋아하는 작품 안으로.』

나는 이 길 위에서 미래를 바꿀 수 있는 유일한 존재.

『몸에 경련이 일었다.
동시에 찬란한 빛이 내 눈 앞을 가리며, 빙글빙글 도는 황금 마패가 보였다.』

.
.
.

이 소설의, 새로운 주인공으로서.


『암행어사, 출두요.』"
1432,53278320,SSS급 신의 힘을 얻다!,천화s,36.8만명,"7,966",기다무소설판타지,전체이용가,완결,462,"가상현실 게임 PvP 랭킹 1위 서준영,
어느 날 그에게 찾아온 의문의 초대

""당신은 신들의 게임에 참가할 자격이 충분합니다. 참가하시겠습니까?""


'이, 이게 뭐야?! 여긴 어디지?'
거절할 새도 없이 강제적으로 참여하게 된 게임.

[가장 먼저 신을 선택할 수 있는 기회가 주어집니다.]

살아남고자 한 그가 선택한 신은, 사신(死神)!

SSS급 신의 힘을 얻은 그가 게임을 평정한다!"
1433,50538075,퍼펙트 써전,뫼달,25.7만명,1.5만,기다무소설현판,전체이용가,완결,297,"<영업사원 김유빈>의 저자 뫼달!
그가 전하는 감동의 드라마! 메디컬 판타지 <퍼펙트 써전>

최첨단 인공지능의 능력을 얻게 된 초보 의사 장현준의 성장, 활약기."
1434,48619555,자명공자,문운도,29.4만명,"6,587",기다무소설무협,전체이용가,완결,589,"소문엔 떼쟁이에 울보, 알고 보면 천하의 신동! 
이십 년 관록(?)을 가진 꼬마 도령『자명공자』! 

황제의 비호를 잃고 역적으로 몰려 생을 마감한 유벽현 
심양연가의 차남 연신휘로 다시 태어나다! 

빽빽 울어 댄다는 뜻의 자명공자란 별호와 달리 
전생의 기억을 갖고 다섯 살에 환골탈태 
무인 훈련 단체인 소룡단에서 이름 날리던 연신휘 
우승 후보로 점찍힌 졸업 비무대회 당일 
모용세가 인장을 훔치던 흑의인과 부닥뜨리고 
전생에 자신의 가문을 몰락시킨 집단임을 알아보는데…… 

이번에야말로 내 것은 털끝 하나 건드리지 못한다! 
자기 것을 지키려는 한 남자의 열혈 노력기!"
1435,51004562,우리 삼촌은 월드스타,네딸아빠,21.9만명,"4,478",기다무소설현판,전체이용가,완결,222,"하늘에서 떨어진 별을 삼키고 알고보니 꿈을 이뤄준다는 드림 프로그램. 특별한 인공지능과 함께 흙수저에서 세계적인 스타가 되기까지. 한 엄마의 아들이자, 한 소녀의 삼촌인 청년 가장, 우진의 화려한 인생이 시작된다."
1436,57616007,이세계 소환사는 프로게이머,핫식스,9.3만명,643,기다무소설판타지,전체이용가,"월, 화, 수, 목, 금 연재 | 독점",169,"최고의 프로게이머였지만 이제는 퇴물 소리를 듣는 이신우.
그냥 게임 속에서 살고 싶다고 생각한 순간, 포탈이 나타났다.

[시공간을 초월합니다!]
“헬반도의 소환사여!”

이건, 개꿈인게 분명하다. 
그런데 내가 너무 필요하다고?

[메인 퀘스트: 모든 챔피언십에서 우승하라.]

""좋아, 오늘부터 내 목표는 챔피언십 우승이다.""

퀘스트따위 빨리 끝내고 집에나 돌아가야지.
기다려라 게임아, 이 형이 얼른 업데이트 시켜줄게!

한때 게임계를 지배했던 조커가 이세계에서의 행보를 시작한다!"
1437,49082575,검귀의선,임하민,34만명,"8,324",기다무소설무협,전체이용가,완결,270,"위세를 잃고 몰락해 가는 설씨세가 
그곳에 수상한 무술 교관이 들어왔다 

최후의 전투를 끝으로 산화했다고 알려진 
무림 제일의 검대, 귀면피풍대의 대주이자 전장의 검귀(劍鬼) 장연우. 

‘다시는 내가 정을 준 이들을 데려가지 마시오.’ 

험난한 비정강호, 마지막 안식처를 지키기 위해 그가 검을 들었다!"
1438,57488781,갑을의 재정의,민지안,10.4만명,"1,911",기다무소설로맨스,15세이용가,완결 | 독점,75,"결혼을 약속했던 남자의 바람으로 파혼당한 다예는 견딜 수 없어 죽음을 결심했다.
마지막으로 떠난 라스베이거스에서 하강을 만났고,
이름까지 속여 가며 그와 몸을 섞었을 뿐인데. 마음까지 빽빽하게 섞여버렸다.

또다시 찾아오는 사랑이 무서웠던 다예는 도망치고 마는데.

“넌 내 마음을 손에 쥐고 장난쳤으니, 나는 네 몸에 장난질을 하려고.”

3년 뒤, 다예의 상사로 나타난 하강은 그녀를 향한 지독한 애증을 품고 있었다.

“내 불행의 주인은 당신이니, 이 빌어먹을 고통을 언젠가 당신에게 돌려줄 거라고.”

차가운 말투로 그녀를 더 사랑하지 않을 거라고 했는데,

“깨달았거든. 내 욕망의 끝은 송다예의 육체가 아니라는걸.”

분명히.

“처음부터 이 관계의 을은 나였어.”

과연 이 미친 사랑의 갑은 누구일까.

* * *

“송다예. 너를 안고 있는 남자가 누구인지를 봐.”

하강은 다예의 육체를 마치 전부 간파하고 있다는 듯이 익숙하게 그녀를 안고 있었다.

“누구 밑에서 이렇게 울고 있는지.”

신체의 어느 한 곳을 건드리기만 해도 그곳에서 열꽃이 피어올라 다예는 견딜 수 없었다.

“내 벌이 끝날 때까지 그 누구와도 붙어 있을 생각. 하지 않는 게 좋을걸.”

흔들리는 눈으로 그를 올려다보는 다예의 머리를 다정한 손길로 쓰다듬는 하강이었지만, 반대편 손은 그와 반대로 몹시 짓궂었다.

“사람 돌아버리는 꼴 보고 싶지 않으면, 예쁘게 울어 봐.”


《갑을의 재정의》"
1439,55128581,갱생불가 흑막가의 새엄마가 되었다,연제이,17만명,"5,121",기다무소설로판,15세이용가,완결,184,"시한부라는 이유만으로 온갖 패악질을 할 예정인 다섯 살 악녀 꿈나무 레베카의 새엄마가 되어버렸다.

곧 나는 레베카 때문에 크게 다칠 예정이다.

인생 2회차, 제대로 살아보지도 못하고 불구가 될 거라니.

역시나 공작가의 모습은 내 예상을 뛰어넘었다.

“꺼져.”

옆으로 갔을 뿐인데 욕을 하지 않나,

“엄마는 무슨. 형편없어. 내 집에서 나가!”

내게 물을 뿌리는, 아침 드라마 속에서나 보던 시어머니 스타일의 딸이 있질 않나.

“선을 넘지 말도록. 난 그대가 마음에 들지 않으니.”

기껏 본인이 데려와 놓고 마음에 들어 하지 않는 공작까지.


 **

더럽고 치사한 인간들.

내가 여기서 나가고 만다!

마음을 굳힌 난, 내 맘대로 하기 시작했다.

미안하다고 사과하지도 않는 아이에게 작은 복수를 했고, 이제 도망갈 일만 남았는데….

“엄마는 역시 나 없으면 안 되는구나? 특별히 옆에 있게 해줄게!”

…아냐. 난 너의 옆에 있을 생각 따윈 없어.

심지어 나를 맨날 죽일 듯 미워하던 애 아빠이자 공작도 이상하다?

“난 그대가 참 싫다. 그래서 옆에 둬야겠어.”"
1440,51802082,폭군의 신경안정제 [완결],포기븐,32.3만명,1.4만,기다무소설로판,전체이용가,완결,165,"""내가 써도 이거 보단 잘 쓰겠다, 어우.""

[그럼 네가 해보지 그래?]

소설을 읽다 책 속 조연으로 빙의해버렸다.
그것도 폭군에게 죽는 조연 아멜리로.

그와 만나지 않기 위해, 새로 변신도 해보고, 온갖 수를 다 써보았지만
폭군 세르윈, 그의 손아귀에서 벗어날 수는 없었다.
이제 죽는 일만 남았다 싶었는데…….

""이상하단 말이야. 이 향만 맡으면…….""

그런데 이 남자, 나만 보면 정신을 못 차린다?

""너는 모르나? 네게서 좋은 냄새가 난다는 사실을.""
그가 냄새에 홀린 것처럼 다가왔다. 그리고 허리를 숙이고 숨을 깊게 들이켰다. 
""폐하 그만…….""
아멜리가 울듯이 속삭이자, 세르윈의 낮게 깔린 목소리가 아멜리의 귓가를 자극했다.
""도망치려다 말았잖아. 그때 이미 마음을 정한 거 아니었나?""

폭군을 길들이는 마녀 아멜리의 생존 로맨스.


<폭군의 신경안정제>


표지 일러스트 : 듀부 
타이틀 디자인 : 림재"
1441,54150276,네 이웃의 탐나는 아내,은미수,24.4만명,"5,550",기다무소설로맨스,전체이용가,완결,106,"[단독선공개]

“탐나야. 어떻게 해. 으흐흑. 연 서방이 아버지 인감으로…….”

맨발로 뉴욕 소호 거리를 뛰어다니던 천방지축 박탐나 앞에 떨어진 날벼락.
아버지의 인감으로 사고 친 형부가 에스엘 그룹에 끼친 피해액만 무려 146억 원.
생사를 오가는 아버지, 철없는 엄마와 언니를 등에 지고 이 사달을 해결할 사람은 탐나뿐이다.

“당신 발등의 불, 내가 꺼줄게. 대신.”
“대신?”
“대신. 나랑 결혼해.”

재력도, 머리도, 얼굴도 대한민국 상위 1%인 에스엘 그룹의 후계자 최수혁.
그가 미쳤다. 미치지 않고서야 이제 겨우 세 번 본 여자에게 뜬금없는 청혼을 할 리가 없다.

“……근데 왜 하필 나예요?”
“글쎄, 가장 적합한 인물인 것도 같아서.”
“최수혁 씨, 그렇게 급하세요?”

결국, 탐나는 자유를 찾기 위해 기꺼이 그에게
아내라는 이름의 비즈니스 파트너가 되기로 결심한다.

“그래요. 나랑 해요. 내가 해 줄게요. 그러니까…… 날 좀 살려줘요.”

사랑을 믿지 못하는 남자와 사랑을 하고 싶지 않은 여자의 좌충우돌 계약 결혼!

<키워드>
계략남, 능력남, 재벌남, 사이다녀, 걸크러시, 털털녀, 선결혼후연애, 달달물, 계약결혼, 로맨틱코미디, 현대로맨스"
1442,52556089,나 홀로 주문 사용자,청초,47.9만명,1.8만,기다무소설판타지,전체이용가,완결,428,"“내가 게임에서 가진 이 능력들을 현실에서도 쓸 수 있으면 좋을 텐데!”

신도 들어주지 못할 허무맹랑한 소원을 빌었다고 생각했다.
하지만 그 순간, 신은 내 소원에 응답했다.

이제 현실에서 최고의 정점을 노릴 시간이 왔다.

나는! 
이 세계의 유일무이한 주문 사용자다."
1443,50441454,나를 찌르는 가시 [삽화본],마셰리,34만명,1.6만,기다무소설로판,15세이용가,완결,115,"갑자기 떨어진 낯선 세계.
모르는 언어, 매녹이라 불리는 좀비, 평탄치 못한 상황.
거듭된 절망 속에 희망마저 꺼져 가던 때 나타난 한 남자.

“이방인?”

자신을 해치지 않고, 어떤 것도 앗아 가지 않을,
이 세계에서 처음으로 만난 구원자였다.

원래 세계로 돌아가고 싶은 그녀, 백희수

정말 여러모로 손이 많이 가는 여자를 주웠다.
대체 이 여자를 어떡하면 좋지.
저 여자가 아니었다면, 그 일이 없었다면 자신은 평생 여자를 모른 채 살았을 것이다.

“네가 날 기다리고 있다는 생각을 하면, 난 뭐든지 할 수 있을 것 같아.
 네게 돌아오기 위해서라면 뭐든지…….”

매녹을 사냥하는 용병이자 의문의 남자, 칼릭스 클로비스

“도시에 도착하면 두 번 다신 널 만나지 않아. 알았어?”

제 팔뚝을 붙잡는 그녀의 손을 그가 조심히 맞잡았다.
새파란 눈동자가 올곧게 그녀를 응시했다.

“그때까지만, 내 곁에 있어.”

[본 작품은 15세이용가로 재편집된 작품입니다.]"
1444,56891674,위험한 부부생활,명우,18.5만명,"3,636",기다무소설로맨스,15세이용가,완결 | 독점,70,"눈을 떠보니, 1년이 사라져버렸다.
아직, 이 불안의 정체가 무엇인지 모르겠다.
나쁜 새끼가 되더라도, 도형은 무조건 서하부터 잡아야 했다.

*

한꺼번에 닥친 불행은 서하를 다른 사람으로 만들었다.
갑작스러운 화재, 아버지의 죽음, 충격으로 쓰러진 어머니.
거기에 한순간에 돌변해 이메일로 이별을 통보한 남자.
그 비열한 남자가 1년 만에 나타나 계약 결혼을 제안했다.

“왜 나야?”
“아무리 생각해봐도, 떠오르는 여자가 너뿐이었어.”
그의 음성이 살짝 가라앉으며 흘러나왔다.
마치 후회하는 듯 짙어진 그의 눈동자에
지금까지 버티던 그녀의 가슴이 바보처럼 흔들렸다.
그런데.
“너라면, 질척이지 않고 깔끔하게 헤어져 줄 테니까.”
“……!”
본능적으로 흔들렸던 서하의 심장이 와르르 무너져 내렸다.
1년 전보다 더한 배신감과 분노가 부글부글 끓어올랐다.
“좋아, 결혼해. 밤낮으로 후회하게 만들어 줄게.”

#계약결혼, #재회물, #흑화한_척하는_다정남, #흑기사남, #유혹남, #상처녀, #능력녀, #소유욕/집착 

cover illustrated by JIT"
1445,50844175,용의 간택(개정증보판),윤정우,23.1만명,1.1만,기다무소설로맨스,15세이용가,완결,114,"시간을 거슬러 돌아간다 한들,
백 번을 다시 태어난다 한들,
절대 왕실의 여인만은 되지 않을 것입니다.

호조판서의 여식 열일곱 정재이, 왕가와의 연을 피하기 위해 한양을 떠났지만, 여의주를 찾아야만 하는 세자와 마주칠 줄은 상상하지 못했다.
그리고 그 순간 끊어져버린 인연, 임성군이 그의 곁에 있다는 것도.

강물에 한월寒月이 비치니
꽃에는 유운流雲이 머문다
달은 잡을 수 없이 멀고
꽃에는 향기가 없어라

간택령 이후 재이는 다시 궁에 들어선다.
이제는
세자의 여인으로.


#표지 일러스트 : 꽁"
1446,56158018,전직마검,성불예정,15.7만명,"2,107",기다무소설무협,전체이용가,완결 | 독점,201,"수백 년간 천하제일이었던 경천문이 멸문한다.
자아를 가진 검이자 경천문 문주들의 신물이었던 천살마검도 경천문의 멸문과 함께 기나긴 잠에 든다.

그리고 마침내 긴 잠에서 깨어난 천살마검은 이상함을 느낀다.
천살마검을 깨우기 위해서는 무공이 초절정의 경지에 올라야 하는데 지금 천살마검을 들고 있는 후인의 경지는 아무리 봐줘도 삼류에 가까웠다.
그리고 밝혀진 진실은 수백 년을 살아온 천살마검에게도 생경한 것이었다.
경천문의 마지막 후인은 부족한 경지를 대신해 선천진기와 생명을 태워 천살마검을 깨웠던 것이다.

이내 천살마검은 자신의 의식이 죽은 후인의 몸 속으로 들어옴을 알게 된다.
그리고, 그가 수백 년간 함께 했던 경천문이 멸문하였다는 사실도.

떨어라.
그리고 경외하라.
세월을 격하고 되살아난 마검과 경천문의 복수가 전 중원을 불태운다."
1447,54352779,내 안에 천마 여섯 놈,자우,21만명,"3,025",기다무소설무협,전체이용가,연재 중,495,"[독점연재]

불면에 시달리다 겨우 잠들었는데 깨어 보니 무협소설 속이더라. 
소설 속 나란 놈에 대해 읊어볼작시면... 
음…… 한 줄짜리 악역?
게다가 지금 상태는 폐인이 되기 직전!
일단 살고 보자며 되는 대로 일을 벌였는데, 아, 글쎄 그게……
“……내용이 바뀌었네?”

내용이 바뀌는 바람에 얻게 된 마공서.
그런데 마공인 줄 알았던 비급이 알고 보니 비급이 아니네?
한때 천하를 뒤흔든 천마가 여섯이나 들어 있는 그것은 자꾸 개소리를 늘어놓는데……
“너 다음 천마가 되어라!”

사고처럼 닥쳐온 무협 소설 속 삶. 

“이런 미친 세상, 그래, 이렇게 된 거, 삐뚤어질 테다!”"
1448,52475099,탑스타가 될 운명입니다,이한성,23.8만명,"6,722",기다무소설현판,전체이용가,완결,288,"[외전 독점]

무명 배우 이성한.
어느 날부터 그에게 운명이 찾아왔다.
기적은 시작되었다.
이제, 더 이상 무명 배우가 아니다.
운명이 그를 이끈다.

“저는 탑스타가 될 운명입니다.”"
1449,51529680,너의 의미,틸다킴,27.7만명,1.7만,기다무소설로판,전체이용가,완결,128,"냉혹한 사회에서 무력감을 느끼던 차, 차원 이동해 오게 된 알티우스 제국!
32년 만의 신탁이라며 제국민들이 그녀에게 건 기대와는 달리
다연은 할 줄 아는 게 아무것도 없다.

이전 세계와 다를 게 없는 냉대.
한차례 실망감이 휩쓸고 난 뒤 찾아온 것은 심각한 피로감과 무기력증.

아무것도 하고 싶지 않다.
아무것도 하고 있지 않지만 좀 더 격렬하게 아무것도 하고 싶지 않다.

그런데……
“오늘은 하루 종일 무얼 했지?”
오늘도 독설로 명치를 때리러 왔나.
정신계 공격 수치 만렙의 언어 폭격기, 황제 미하일 드나르 알티우스.
그는 왜 매일 상쾌한 표정으로 내 방을 방문하는 건지?

아니 뭐지, 이 익숙함은.
죄송한데 혹시 저희 엄마세요?
하아, 황제 좀 싫다."
1450,47728381,무한리셋,다울,37.8만명,2만,기다무소설판타지,전체이용가,완결,258,"[삽화본]

평범한 회사원 박건우에게 어느 날 갑자기 찾아온 메.시.지 

[조건을 충족하지 못하셨습니다] 
[하루를 리셋합니다] 

미션을 클리어하지 못하면 다시 오늘로 돌아온다?! 
즉, 다음 날을 맞이하지 못한다? 

오늘 또 오늘 그리고 오늘에 갇힌 무한반복! 
'내일'을 맞이하기 위해 '오늘'을 끝내기 위한 이 남자, 
박건우의 치열한 분투가 시작된다!"
1451,56284504,남작가의 정령 천재,사는게죄,13.6만명,"2,025",기다무소설판타지,전체이용가,완결,210,"나도 특별한데, 내가 소환한 정령은 더 특별하다."
1452,56178337,계약하시겠습니까?,이준호,15만명,"1,966",기다무소설현판,전체이용가,완결 | 독점,262,"“회장님을 위한 일입니다. 문제가 됩니까?”
이 말이 비수가 되어 돌아왔다.
그리고 그날, 난 죽었다.
그리고 난 다시 살아났다.
대한민국 최고의 부동산 투자 회사의 이사였던 윤석에서. 
은둔형 외톨이이자 돼지인 김동규로.
좌절도 잠시, 복수를 발판 삼아 다시 일어났다.
기다려. 나를 죽인 대가를 톡톡히 치르게 해줄 테니까.
오늘도 난 윤석으로서 계획하고, 김동규로서 실행에 옮긴다.
복수를 위해서."
1453,56502097,아기 용태자비는 미친놈들을 길들인다,은려원,38.2만명,"5,286",기다무소설로판,전체이용가,완결 | 독점,151,"바다의 사랑을 받는 딸이자, 아틀란티즈 제국의 초대 황제였던 타랏사. 
어느 날, 그녀는 사랑했던 연인과 친구에게 배신당해 봉인 당한다. 

그리고 그로부터 딱 천 년째 되는 해. 
타랏사, 아니 나는 그 놈들이 만든 나라의 니세포르 공녀로 환생했다!

'이게 말이 돼?!'  

위대한 제국의 황제였던 내가!
새끼 꽃게만큼이나 작은 아기가 되다니!

'어허, 짐의 체통이 말이 아니느니라...'

""공녀님은 신탁대로 이 모든 저주를 끝낼 용태자비가 되실거에요.""

심지어 천 년간 내려온 저주를 풀기 위해 
무조건 황태자와 맺어져야 한단다. 

'인신 공양이라니. 말미잘 같은 발상 이지만...'

""네가 바다라면 나는 너만을 비추는 북극성이 될게.""
""...시온.""
""너 없는 삶은 아무런 가치가 없어.""

저주로 고통받는 황태자가 불쌍하기도 하고,
봉인 당했던 날의 비밀도 파헤쳐야 하니... 

당분간은 어울려주도록 하지! 

은려원 장편 로맨스판타지 소설, <아기 용태자비는 미친놈들을 길들인다>

#육아물같지만_육아물아님 #먼치킨여주"
1454,49572407,전신의 탄생 : 양아치,요삼,30.4만명,"5,185",기다무소설현판,전체이용가,완결,270,"밑바닥 세계 먹이사슬에서 가장 낮은 하층계급, 천민. 
핍박 받는 루저들과 함께 건들건들 다녔던 하찮은 놈이었지만 격이 달랐다. 
타고난 전사였고, 모든 상식을 초월한 지혜로운 게릴라였다. 
인간의 새로운 진화가 시작되는 세기말 암담한 현실에서 세계를 상대로 신화와 같은 투쟁을 벌이는 한 사내의 이야기가 펼쳐진다."
1455,53608824,악당의 엄마가 되어버렸다,율지,59만명,2.8만,기다무소설로판,전체이용가,완결,173,"소설 속 최종 흑막이 될 예정인 ‘아인스페너’의 엄마가 되어 버렸다.
그것도 아이가 어릴 때 학대하고 결국 성인이 된 아이에게 가장 먼저 죽임을 당하는 나쁜 새엄마였다. 

이 비극의 운명에서 도망칠 방법을 궁리하는데 아직은 아무 것도 모른 채 순진무구한 얼굴을 하고 있는 미래의 악당 유망주가 보였다. 그런데…

‘아니, 이 작고 오동통한 손가락마저 물고 빨고 싶을 만큼 귀여운 아이인데! 도대체 학대할 곳이 어디 있다고!’

아이는 악당의 면모라고는 떠올릴 수도 없을 만큼 귀여웠다.
그래 결심했어. 나만 믿어! 내가 널 지켜줄 테니까! 그러니까 다 크면 나도 좀 살려줘!


***


로제리아의 귀엽고 사랑스러운 아인의 얼굴이 서늘하게 가라앉은 채 카시우스 공작을 노려보고 있었다.

“제가 건드리지 말라고 하지 않았습니까.”
“내가 네 말을 들어야 할 이유가 뭐지.”
“그래서 무시하신 겁니까.”

두 사람 사이에 긴장감이 팽팽하게 당겨졌을 때였다. 엄청난 사실을 깨닫기라도 했는지 카시우스 공작의 눈이 커졌다.

“설마 진짜로 마음에 들기라도 한 거냐.”

설마 로제리아... 그녀를 엄마로 생각하는 건가. 카시우스는 믿을 수가 없었다.

“괜히 겁주지 마세요. 그랬다가 도망이라도 가면 어떡합니까.”

아인이 진지하게 말했다. 그는 정말로 로제리아가 겁을 먹고 멀리 사라질 것을 걱정하고 있었다. 카시우스는 보고도 믿을 수가 없었다. 자신의 아들이 로제리아에게 집착하고 있다는 것을.

[원작 빙의/계모 여주/악당이 될 예정인 아들/이미 악당인 남편]
[정체를 숨기고 있는 아이(?)][아들과 아빠의 묘한 경쟁 구도]"
1456,48644743,더 라이브,흑아인,47.1만명,1.1만,기다무소설판타지,전체이용가,완결,319,"『더 플레이어』『헌터타임』『귀환전생』 
흑아인 작가가 선보이는 최신작, 더 라이브! 
 
불명의 사고로 아내와 딸을 잃은 가장, 윤재. 
하루하루를 절망에 빠져 사는 그에게 
미래의 자신이 보낸 일기장이 전해진다! 
 
“아내와 딸을…… 다시 만날 수 있다고?” 
 
미래를 아는 윤재, 그리고 이면세계로의 진입! 
괴수와 능력자가 판치는 잔혹한 세계에서 
윤재는 소원하던 것을 이룰 수 있을 것인가? 

올여름을 물리칠 시원한 현대 판타지. 
막힘없는 재미를 만끽하라!"
1457,55652513,가짜는 버려졌다,유가피,33.2만명,"6,661",기다무소설로판,전체이용가,완결 | 독점,245,"제국 영웅들의 치료제로 살았다.
수많은 마물 토벌에 참전해, 수없이 피를 내줘야만 했다.

그러던 어느 날,
자신이 진짜 성녀라고 주장하는 여자가 나타났다.

“어떻게 그 긴 시간 동안 감쪽같이 속일 수가 있지?”
“믿을 수가 없군. 그대는 수치심이라는 걸 모르는가.”

그러자, 모두가 기다렸다는 듯 내게서 등을 돌렸다.
나를 ‘가짜’라고 손가락질하면서.

“안 한다니까요.”
“……뭐라고?”
“성녀 안 한다고요.”
“…….”

그래, 더럽고 치사해서 
다 때려치우고 만다.

들고 있던 메이스를 바닥에 내던지자,
단단한 대리석 바닥이 순식간에 박살이 났다.

“그러니까, 잘나신 분들끼리 잘 해보시라고요.”

#먼치킨힐러 여주 #마이웨이 여주 #후회하는 주변인들 #매달리는 남자들"
1458,54755990,마도공학자의 회귀 클라쓰,동 주,28.3만명,"9,326",기다무소설판타지,전체이용가,완결,214,"[독점연재]

세상의 끝에서 모든 전쟁을 끝냈던 인류의 정점, [마도 명가]의 장남이 회귀했다.

못 이뤘던 복수.
막지 못했던 재앙.
살리지 못했던 인연.
모두를 죽였던 전쟁.

전부.
모조리 씹어먹어 주겠다."
1459,53480272,후작가의 마법 천재,키보드만세,43만명,1.5만,기다무소설판타지,전체이용가,완결,325,"빙의.

소설 속에서나 보던 현상이, 나에게 일어났다."
1460,55121437,남주가 시한부 영애를 치료하는 방법,새실,23.7만명,"7,224",기다무소설로판,전체이용가,완결,109,"소설 속 엑스트라 ‘이베트 블랑셰’에 빙의했다.

그녀에겐 저주가 걸려 있었는데, ‘스무 살 생일이 될 때까지 운명의 상대를 만나지 못하면 죽는다’는 저주였다.
그런데 하필이면 스무 번째 생일이 되기 일주일 전에 빙의해서, 벌써 하루 전날이다.
어차피 곧 죽을 인생, 술이나 퍼마시다 죽을까 했는데…

생일날 아침이 밝았고, 이베트는 살았다.

“일어났나?”

그리고 등 뒤에서 웬 낯선 남자의 목소리가 들려온다.

“지난밤에, 당신이 날 덮쳤잖아.”

놀라운 소리에도 불구하고 혹시 살아남은 게 이 남자 때문일까 싶어 부랴부랴 욕실로 달려간 이베트.
그녀의 등에 새겨진 저주의 문신에, 꽃이 한 송이 피어 있다.
그렇다는 말은, 이 남자가 운명의 상대라는 것!

“노엘은, 귀족이죠?”
“설마, 아베론 공작의 얼굴을 모른다고 할 줄은 몰랐군.”

뭐? 게다가 이 남자가 소설 속 남주라고?!
엑스트라 주제에 남주를 덮치다니…

“사람 한 명 구한다고 생각하고, 저랑 스킨십 좀 해주시면 안 될까요?”

하지만 원작이고 뭐고, 내가 먼저 살고 봐야지!

이베트는 과연 저주를 풀고 살아남을 수 있을까?


#책빙의 #선약혼후연애 #시한부여주
#내숭남 #유혹남 #다정남 #순정남
#달달물 #로맨틱코미디 #계약물"
